"num","conm","tic","gvkey_chr","cusip","first_date","last_date","fds","Num_Articles","Num_Duplicates","Downloaded","Num_Files"
"725","CHUBB LTD","CB",28034,"H1467J104",2004-01-31,2018-06-30,"ACELTD",421,89,1,5
"726","GGP INC","GGP",28119,"36174X101",2007-07-31,2018-06-30,"GGPR",185,70,1,2
"727","SANMINA CORP","SANM",28139,"801056102",2004-01-31,2007-06-30,"SNMINA",83,0,1,1
"728","ARCONIC INC","ARNC",28192,"03965L100",2016-11-30,2018-06-30,"ALMAM",139,63,1,2
"729","JABIL INC","JBL",28195,"466313103",2004-01-31,2014-10-31,"JABCRC",252,70,1,3
"730","TRANSOCEAN LTD","RIG",28338,"H8817H100",2004-01-31,2017-06-30,"SONATO",306,112,1,4
"731","ALLSTATE CORP","ALL",28349,"020002101",2004-01-31,2018-06-30,"ALLINS",580,229,1,6
"732","PETSMART INC","PETM",28648,"716768106",2012-10-31,2015-02-28,"PETMT",98,26,1,1
"733","BORGWARNER INC","BWA",28742,"099724106",2011-12-31,2018-06-30,"BWAUT",87,19,1,1
"734","INCYTE CORP","INCY",29127,"45337C102",2017-02-28,2018-06-30,"INCPHM",16,10,1,1
"735","GATEWAY INC","GTW",29345,"367626108",2004-01-31,2006-07-31,"GATEW",180,0,1,2
"736","ALBEMARLE CORP","ALB",29751,"012653101",2016-07-31,2018-06-30,"ALBML",20,2,1,1
"737","QLOGIC CORP","QLGC",29791,"747277101",2004-01-31,2010-12-31,"QLGICC",120,11,1,2
"738","INVESCO LTD","IVZ",29804,"G491BT108",2008-08-31,2018-06-30,"BRTA",154,45,1,2
"739","WESTROCK CO","WRK",29830,"96145D105",2015-07-31,2018-06-30,"RCKT",35,25,1,1
"740","MACERICH CO","MAC",29868,"554382101",2013-05-31,2018-06-30,"MACERC",90,26,1,1
"741","PROLOGIS INC","PLD",29984,"74340W103",2004-01-31,2018-06-30,"AMBPTY",228,91,1,3
"742","CINERGY CORP","CIN..",30865,"172474108",2004-01-31,2006-03-31,"CNERGY",73,0,1,1
"743","TECHNIPFMC PLC","FTI",30923,"G87110105",2017-01-31,2018-06-30,"FMCTEC",22,11,1,1
"744","GUIDANT CORP","GDT",31166,"401698105",2004-01-31,2006-03-31,"GUIDNT",297,0,1,3
"745","AMERISOURCEBERGEN CORP","ABC",31673,"03073E105",2004-01-31,2018-06-30,"ALCHS",437,93,1,5
"746","RESMED INC","RMD",31887,"761152107",2017-07-31,2018-06-30,"RSMDIN",13,0,1,1
"747","SUNEDISON INC","SUNEQ",60992,"86732Y109",2007-05-31,2011-11-30,"MEMCEM",43,19,1,1
"748","DAVITA INC","DVA",61483,"23918K108",2008-07-31,2018-06-30,"TOTRC",126,61,1,2
"749","SANDISK CORP","SNDK",61513,"80004C101",2006-04-30,2016-04-30,"SUNDIK",295,143,1,3
"750","WATERS CORP","WAT",61574,"941848103",2004-01-31,2018-06-30,"WATUSA",147,32,1,2
"751","NETAPP INC","NTAP",61591,"64110D104",2004-01-31,2018-06-30,"NTAPL",364,175,1,4
"752","ALTABA INC","AABA",62634,"021346101",2004-01-31,2017-05-31,"YAHCOR",2006,1530,1,21
"753","ANSYS INC","ANSS",63080,"03662Q105",2017-06-30,2018-06-30,"SWASYS",9,3,1,1
"754","STERICYCLE INC","SRCL",63527,"858912108",2008-11-30,2018-06-30,"STERY",52,14,1,1
"755","CALPINE CORP","CPNLQ",63605,"131347106",2004-01-31,2005-11-30,"CALPIC",150,0,1,2
"756","CIENA CORP","CIEN",64356,"171779309",2004-01-31,2009-11-30,"CIECP",232,10,1,3
"757","CARMAX INC","KMX",64410,"143130102",2010-06-30,2018-06-30,"CARMAX",194,115,1,2
"758","AMAZON.COM INC","AMZN",64768,"023135106",2005-11-30,2018-06-30,"AMZCOM",1242,919,1,13
"759","QORVO INC","QRVO",64853,"74736K101",2015-06-30,2018-06-30,"RFMIC",55,42,1,1
"760","POWER-ONE INC","PWER",65554,"73930R102",2004-01-31,2005-02-28,"PWRONE",12,0,1,1
"761","VERISIGN INC","VRSN",66368,"92343E102",2006-02-28,2018-06-30,"VRISGN",148,55,1,2
"762","BROADCOM CORP","BRCM",66708,"111320107",2004-01-31,2016-01-31,"BCOMNJ",442,178,1,5
"763","VENTAS INC","VTR",110179,"92276F100",2009-03-31,2018-06-30,"VNTSIN",156,120,1,2
"764","CONVERGYS CORP","CVG",113419,"212485106",2004-01-31,2009-11-30,"CONGYS",126,5,1,2
"765","EBAY INC","EBAY",114524,"278642103",2004-01-31,2018-06-30,"EBAYUS",1482,596,1,15
"766","NVIDIA CORP","NVDA",117768,"67066G104",2004-01-31,2018-06-30,"NVDCRP",522,244,1,6
"767","APTIV PLC","DPHIQ",118122,"247126105",2004-01-31,2005-09-30,"DELPHA",224,0,1,3
"768","APTIV PLC","APTV",118122,"G6095L109",2012-12-31,2018-06-30,"DELPHA",105,73,1,2
"769","BLACKROCK INC","BLK",124434,"09247X101",2011-04-30,2018-06-30,"BLAMAN",898,697,1,9
"770","PACTIV CORP","PTV",125533,"695257105",2004-01-31,2010-10-31,"TNCPKG",160,50,1,2
"771","METLIFE INC","MET",133768,"59156R108",2004-01-31,2018-06-30,"METLFE",1048,567,1,11
"772","VISTEON CORP","VSTNQ",136648,"92839U107",2004-01-31,2005-12-31,"VSTECP",157,0,1,2
"773","ILLUMINA INC","ILMN",138205,"452327109",2015-11-30,2018-06-30,"ILLMNA",40,14,1,1
"774","EQUINIX INC","EQIX",138743,"29444U700",2015-03-31,2018-06-30,"EQNXIN",148,69,1,2
"775","AVAYA INC","AV.1",139662,"053499109",2004-01-31,2007-09-30,"AVYINC",122,0,1,2
"776","MOODY'S CORP","MCO",139665,"615369105",2004-01-31,2018-06-30,"DUNBST",414,199,1,5
"777","TAPESTRY INC","TPR",140541,"876030107",2004-09-30,2018-06-30,"COCHIC",472,203,1,5
"778","MONSANTO CO","MON",140760,"61166W101",2004-01-31,2018-05-31,"MONSAN",1280,645,1,13
"779","GARMIN LTD","GRMN",141459,"H2906T109",2012-12-31,2018-06-30,"GRMGPS",30,13,1,1
"780","ACCENTURE PLC","ACN",143357,"G1151C101",2011-07-31,2018-06-30,"ANDAC",102,57,1,2
"781","ANTHEM INC","ANTM",145046,"036752103",2004-01-31,2018-06-30,"ANMINC",1041,531,1,11
"782","GAMESTOP CORP","GME",145049,"36467W109",2007-12-31,2016-03-31,"NEOSTR",250,131,1,3
"783","CENTENE CORP","CNC",145552,"15135B101",2016-03-31,2018-06-30,"CENTE",112,47,1,2
"784","LORILLARD INC","LO",147175,"544147101",2008-06-30,2015-05-31,"LTOB",188,198,1,2
"785","NETFLIX INC","NFLX",147579,"64110L106",2010-12-31,2018-06-30,"NETFLI",1100,820,1,11
"786","NASDAQ INC","NDAQ",149337,"631103108",2008-10-31,2018-06-30,"NASDAQ",968,631,1,10
"787","LKQ CORP","LKQ",155394,"501889208",2016-05-31,2018-06-30,"LKQCRP",24,6,1,1
"788","ASSURANT INC","AIZ",157057,"04621X108",2007-04-30,2018-06-30,"ASRANT",214,62,1,3
"789","SALESFORCE.COM INC","CRM",157855,"79466L302",2008-09-30,2018-06-30,"SALESF",311,235,1,4
"790","MASTERCARD INC","MA",160225,"57636Q104",2008-07-31,2018-06-30,"INTBMC",490,381,1,5
"791","HOSPIRA INC","HSP",160255,"441060100",2004-05-31,2015-08-31,"HOSPRA",274,96,1,3
"792","ALPHABET INC","GOOG",160329,"02079K107",2014-04-30,2018-06-30,"GOOG",959,554,1,10
"793","ALPHABET INC","GOOGL",160329,"02079K305",2006-04-30,2018-06-30,"GOOG",3010,1837,1,31
"794","MOSAIC CO","MOS",162129,"61945C103",2011-09-30,2018-06-30,"MSCCMP",152,85,1,2
"795","DISCOVERY INC","DISCA",164296,"25470F104",2010-03-31,2018-06-30,"DISCHA",192,114,1,2
"796","DISCOVERY INC","DISCK",164296,"25470F302",2014-08-31,2018-06-30,"DISCHA",97,55,1,1
"797","VIACOM INC","VIAB",165675,"92553P201",2006-01-31,2018-06-30,"VIACMI",810,464,1,9
"798","FACEBOOK INC","FB",170617,"30303M102",2013-12-31,2018-06-30,"ONLNFR",972,546,1,10
"799","EMBARQ CORP","EQ",174130,"29078E105",2006-05-31,2009-06-30,"MBARQ",62,8,1,1
"800","HANESBRANDS INC","HBI",175319,"410345102",2015-03-31,2018-06-30,"HANEBR",32,7,1,1
"801","COVIDIEN PLC","COV",177264,"G2554F113",2007-07-31,2014-12-31,"TYCHEA",162,65,1,2
"802","TERADATA CORP","TDC",178310,"88076W103",2007-10-31,2017-05-31,"TERDAT",113,41,1,2
"803","MSCI INC","MSCI",178507,"55354G100",2018-04-30,2018-06-30,"MSCINY",3,0,1,1
"804","VISA INC","V",179534,"92826C839",2009-12-31,2018-06-30,"VISA",470,419,1,5
"805","BROADCOM INC","AVGO",180711,"11135F101",2014-05-31,2018-06-30,"AVAGT",192,124,1,2
"806","CAREFUSION CORP","CFN",183257,"14170T101",2009-09-30,2015-02-28,"CRFSNC",106,42,1,2
"807","XYLEM INC","XYL",189491,"98419M100",2011-11-30,2018-06-30,"XYLEIN",74,20,1,1
"808","TRIPADVISOR INC","TRIP",199356,"896945201",2011-12-31,2018-06-30,"TADVIS",131,43,1,2
"809","ALLEGION PLC","ALLE",316056,"G0176J109",2013-12-31,2018-06-30,"LLGION",13,3,1,1
"810","CEDANT CORP","CD","UNKNOWN","UNKNOWN",1900-01-01,1900-01-01,"CDNT",0,0,0,0
